Job Title,Company,Experience Needed,Salary,Vacancy Link
Data Analyst,Vision Unlimited,1-6 Yrs,3-4.75 Lacs PA,https://www.naukri.com/job-listings-data-analyst-vision-unlimited-mohali-chandigarh-1-to-6-years-101222004076
Data Analyst,Accrualify India,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-accrualify-india-private-limited-nagpur-1-to-4-years-170423500742
Data Analyst-PYSPARK,Capco,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-pyspark-capco-technologies-pvt-ltd-bangalore-bengaluru-3-to-7-years-140423500186
Data Analyst,UST,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-ust-hyderabad-secunderabad-5-to-7-years-290323009988
Data Analyst,Aliqan Services,4-9 Yrs,20-30 Lacs PA,https://www.naukri.com/job-listings-data-analyst-aliqan-services-gurgaon-gurugram-4-to-9-years-250423004744
Data Analyst,Tenet Offshore,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-tenet-offshore-delhi-ncr-2-to-5-years-180423008113
Data Analyst,Integrichain,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-integrichain-pune-1-to-3-years-170423501298
Data Analyst,FE Fundinfo,1-2 Yrs,2.5-4 Lacs PA,https://www.naukri.com/job-listings-data-analyst-fe-fundinfo-chennai-1-to-2-years-170423003137
Data Analyst,Smartificia Technologies,3-5 Yrs,8-14 Lacs PA,https://www.naukri.com/job-listings-data-analyst-smartificia-technologies-coimbatore-3-to-5-years-160323008100
Data Analyst,Hashtag Infosystem,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-hashtag-infosystem-surat-3-to-6-years-140423500710
Data Analyst,Pluralsearch Pty Ltd,4-9 Yrs,15-30 Lacs PA,https://www.naukri.com/job-listings-data-analyst-pluralsearch-pty-ltd-johannesburg-4-to-9-years-140423007512
Data Analyst,Mantras2success Consultants,1-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-mantras2success-consultants-ahmedabad-1-to-6-years-130423502363
Data Analyst,Talent Socio,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-talent-socio-hyderabad-secunderabad-1-to-2-years-130423501949
Data Analyst,Talent Socio,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-talent-socio-gurgaon-gurugram-1-to-4-years-130423501948
Data Analyst,Builder.ai,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-builder-ai-gurgaon-gurugram-1-to-4-years-130423500755
Data Analyst,Prayas Financial Services,2-3 Yrs,3.5-6 Lacs PA,https://www.naukri.com/job-listings-data-analyst-prayas-financial-services-private-limited-gurgaon-gurugram-2-to-3-years-130423004817
Data Analyst,Sa Tech Software I,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-sa-tech-software-i-pvt-ltd-noida-5-to-7-years-120423501187
Data Analyst,Thieme Medical And Scientific Publishers,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-thieme-medical-and-scientific-publishers-noida-3-to-6-years-120423007781
Data Analyst,Align Technology,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-align-technology-hyderabad-secunderabad-1-to-4-years-110423502315
Data Analyst,Geotechnosoft,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-geotechnosoft-noida-5-to-10-years-120423500828
Data Analyst For Top MNC- Noida Location,Black And White Business Solutions,4-9 Yrs,6.5-12 Lacs PA,https://www.naukri.com/job-listings-data-analyst-for-top-mnc-noida-location-black-and-white-business-solutions-noida-gurgaon-gurugram-delhi-ncr-4-to-9-years-140423004475
Data Analyst,Ingersoll Rand,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-ingersoll-rand-india-ltd-bangalore-bengaluru-3-to-6-years-310323500515
Data Analyst,Target,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-target-corporation-india-pvt-ltd-bangalore-bengaluru-2-to-4-years-100323500268
Data Analyst - EdTech,Talentstack,2-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-edtech-talentstack-bangalore-bengaluru-2-to-6-years-280323908381
Data Analyst,Unusual Hire,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-unusual-hire-bangalore-bengaluru-1-to-4-years-181220500115
Data Engineer/Data Analyst,Tech Mahindra,6-11 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-engineer-data-analyst-tech-mahindra-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-6-to-11-years-130223001593
Data Analyst,Qualitest,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-qualitest-india-private-limited-bangalore-bengaluru-5-to-8-years-010223500935
Data Analyst,Ziqitza Health Care,3-7 Yrs,3-6 Lacs PA,https://www.naukri.com/job-listings-data-analyst-ziqitza-health-care-mumbai-navi-mumbai-mumbai-all-areas-3-to-7-years-310323008042
Opening For Productivity Manager / Data Analyst,Asian Business Exhibitions & Conferences (ABEC),3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-opening-for-productivity-manager-data-analyst-asian-business-exhibitions-conferences-abec-mumbai-all-areas-3-to-8-years-250323003267
Assurance Assessor and Data Analyst,Wtw Global Delivery And Solutions,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-assurance-assessor-and-data-analyst-wtw-global-delivery-and-solutions-india-pvt-ltd-mumbai-5-to-7-years-201022503519
Data Analyst,Seven Consultancy (HR Solution),2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-bangalore-bengaluru-2-to-3-years-280322501314
Data Analyst,Cindrebay School Of Fashion & Interior Design,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-cindrebay-school-of-fashion-interior-design-hyderabad-secunderabad-coimbatore-thodupuzha-trivandrum-thiruvananthapuram-kochi-cochin-kolkata-cannanore-kannur-indore-nagpur-pune-lucknow-calicut-kozhikode-1-to-4-years-101221500466
Data Analyst,Talent Zone Consultant,10-12 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-talent-zone-consultant-bangalore-bengaluru-10-to-12-years-071021501340
Data Analyst,Seven Consultancy (HR Solution),2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-bangalore-bengaluru-2-to-4-years-280322501671
Data Analyst,Seven Consultancy (HR Solution),2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-mumbai-2-to-7-years-280322501501
Data Analyst,Sourcegrids Consulting Llp,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-sourcegrids-consulting-llp-bangalore-bengaluru-1-to-4-years-250722500431
Data Analyst,Inference Labs,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-inference-labs-bangalore-bengaluru-2-to-3-years-250122500771
Data Analyst,7 Consultancy,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-bangalore-bengaluru-3-to-6-years-240620500753
Data Analyst,Mobile Premier League (MPL),2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-mobile-premier-league-bangalore-bengaluru-2-to-5-years-130922500090
Data Analyst,Xpheno,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-xpheno-bangalore-bengaluru-2-to-5-years-100123500225
Data Analyst,Freshtohome,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-freshtohome-bangalore-bengaluru-1-to-4-years-030323501850
Data Analyst,Staffice Global,14-18 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-staffice-global-bangalore-bengaluru-14-to-18-years-030223501221
DATA ANALYST,Miracle Hub,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-miracle-hub-surat-1-to-4-years-310123501242
Data Analyst,Nihilent,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-nihilent-technologies-pvt-ltd-kolkata-pune-5-to-8-years-060323500061
AD- Data analyst,Groupm Media,7-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-ad-data-analyst-groupm-media-noida-new-delhi-gurgaon-gurugram-7-to-10-years-020323606102
Data Analyst,Zen3 Infosolutions,0-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-zen3-infosolutions-hyderabad-secunderabad-0-to-5-years-290323909696
Data Analyst,Right Step Consulting,0-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-right-step-consulting-private-limited-new-delhi-gurgaon-gurugram-0-to-5-years-110417500945
Data Analyst,Automotive Robotics (ARI),0-1 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-automotive-robotics-india-pvt-ltd-chennai-0-to-1-years-081022500099
Data Analyst,Improx Data And Cloud Consulting,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-improx-data-and-cloud-consulting-pvt-ltd-pune-0-to-2-years-311022501968
Data Analyst,Teplar Solutions,0-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-teplar-solutions-coimbatore-0-to-4-years-310320500022
CoR Helpdesk Data Analyst ||,GTT Communications,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cor-helpdesk-data-analyst-gtt-communications-pune-0-to-2-years-270522502757
Data Analysts / HTML Editor,I-tech Infonet,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analysts-html-editor-i-tech-infonet-pvt-ltd-rajkot-0-to-2-years-260922500760
Data Analyst,Poshmark,0-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-poshmark-pune-0-to-3-years-191122500573
Data Analyst,Poshmark,0-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-poshmark-chennai-0-to-3-years-191122500572
Data Analyst,Commeasure Solutions,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-commeasure-solutions-india-pvt-ltd-remote-0-to-2-years-151122500838
Data Analyst,Automotive Robotics (ARI),0-1 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-automotive-robotics-india-pvt-ltd-chennai-0-to-1-years-150223500277
Data Analyst,Post A Resume,0-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-post-a-resume-hr-consultancy-ahmedabad-0-to-4-years-141119500682
Data Analyst,Turtlemint,0-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-primohunt-corporate-pune-0-to-3-years-110722502690
Data Analyst,Ipro India,0-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-ipro-india-private-limited-chandigarh-0-to-4-years-100223501804
Data Analyst,Recruitrix Technologies,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-recruitrix-technologies-llp-hyderabad-secunderabad-0-to-2-years-091122500313
Data Analyst,Apna Recruiter,0-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-apna-recruiter-remote-0-to-3-years-080822500754
Data Analyst,Arcadia,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-arcadia-chennai-0-to-2-years-070123500756
Data Analyst,Onit,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-onit-pune-0-to-2-years-040123502324
Data Analyst  -  Looker,Vinayak Solutions,0-1 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-looker-vinayak-software-delhi-0-to-1-years-030320500008
Data Scientist | Business Analyst Science | Data Analyst,Megara Infotech,0-1 Yrs,1.5-2.5 Lacs PA,https://www.naukri.com/job-listings-data-scientist-business-analyst-science-data-analyst-megara-infotech-bhubaneswar-mumbai-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-delhi-ncr-0-to-1-years-070423003376
Data Analyst - Contractual,Search Advisers Services Guj,2-3 Yrs,3-5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-contractual-search-advisers-services-guj-bangalore-bengaluru-2-to-3-years-300323608803
Data Analyst - Contractual,Search Advisers Services Guj,2-3 Yrs,3-5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-contractual-search-advisers-services-guj-bangalore-bengaluru-2-to-3-years-300323008801
Data Analyst - MySQL,Talentstack,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-mysql-talentstack-bangalore-bengaluru-2-to-7-years-280323908325
Data Analyst,Cynosure Corporate Solutions,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-cynosure-corporate-solutions-bangalore-bengaluru-2-to-7-years-080423004799
Data Analyst,Intellectual Capital Hr Consulting,2-7 Yrs,8-18 Lacs PA,https://www.naukri.com/job-listings-data-analyst-intellectual-capital-hr-consulting-mumbai-all-areas-2-to-7-years-310323009122
Data Analyst - Insurance,Serving Skill,4-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-insurance-serving-skill-mumbai-4-to-8-years-280323911047
Data Analyst - Insurance,Serving Skill,1-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-insurance-serving-skill-mumbai-1-to-6-years-060423905165
Environmental Sustainability Data Analyst,"PerkinElmer, Inc.",2-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-environmental-sustainability-data-analyst-perkinelmer-inc-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-6-years-100423502008
Data Analyst - Pharma/HLS Domain,Fractal Analytics,4-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-pharma-hls-domain-fractal-protocol-mumbai-pune-chennai-gurgaon-gurugram-bangalore-bengaluru-4-to-9-years-230223503399
RCM Data Analyst,Business Integrity Services,2-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-rcm-data-analyst-business-integrity-services-private-limited-chennai-2-to-6-years-130323605799
Data Analyst,Communications Test Design,2-5 Yrs,1.5-2.5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-communications-test-design-gurgaon-gurugram-manesar-delhi-ncr-2-to-5-years-310323007147
Data Analyst,Wiz Logtec Solutions,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-wiz-logtec-solutions-chennai-1-to-3-years-130223004070
Data Analyst,worxpertise ,1-3 Yrs,3.5-5.5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-worxpertise-gurgaon-gurugram-delhi-ncr-1-to-3-years-010423005035
Data Analyst,Seven Consultancy (HR Solution),3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-chennai-3-to-8-years-280322501502
Data Analyst,Seven Consultancy (HR Solution),1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-new-delhi-1-to-3-years-280322501312
Data Analyst,Seven Consultancy (HR Solution),2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-new-delhi-2-to-4-years-280322501311
Data Analyst With GCP,Kloud9,6-11 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-with-gcp-retail-kloud9-technologies-india-private-limited-remote-6-to-11-years-261222502801
"Analyst, Data Governance",Standard Chartered Bank,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-analyst-data-governance-standard-chartered-bank-ltd-mumbai-2-to-5-years-210423502825
Data Analyst,Vixplor Analytics,1-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-vixplor-analytics-kolkata-1-to-5-years-301219501920
Data Analyst,7 Consultancy,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hyderabad-secunderabad-3-to-8-years-290620500315
Python Developer - Data Analyst,Skyislimit Technologies,1-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-data-analyst-skyislimit-ernakulam-1-to-6-years-281221501726
Data Analyst,Fusion Plus Solutions,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-fusion-plus-solutions-inc-hyderabad-secunderabad-2-to-4-years-280223501039
Data Analyst,Evov Solutions,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-evov-solutions-llp-pune-1-to-2-years-240223501176
Data Analyst,Mad Street Den,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-mad-street-den-chennai-2-to-3-years-210721501120
Data Engineer & Analyst,Discover Dollar Technologies,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-engineer-analyst-discover-dollar-technologies-pvt-ltd-bangalore-bengaluru-5-to-10-years-180423502014
Data Analyst,Xapo Bank,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-xapo-remote-2-to-7-years-171122502910
Data Analyst,Seven Consultancy (HR Solution),1-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-pune-1-to-6-years-171122500720
Data Analyst,Excellent Placement Services,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-excellent-placement-services-gurgaon-gurugram-1-to-3-years-170123502460
Data Analyst,Energytech Ventures,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-energytech-ventures-kolkata-2-to-5-years-170120500029
Data Analyst,Skidos,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-skidos-new-delhi-2-to-3-years-161122501272
Data Analyst,iKomet,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-ikomet-technology-solutions-pvt-ltd-chennai-3-to-5-years-110221500072
Climate Data Analyst,MG International,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-climate-data-analyst-mg-international-bangalore-bengaluru-0-to-2-years-110423909960
Data Scientist | Business Analyst Science | Data Analyst,Megara Infotech,0-1 Yrs,1.5-2.5 Lacs PA,https://www.naukri.com/job-listings-data-scientist-business-analyst-science-data-analyst-megara-infotech-rohtak-dharuhera-kanpur-gurgaon-gurugram-bangalore-bengaluru-delhi-ncr-0-to-1-years-290323004953
Data Analyst - R/Python/ML Algorithms,Huquo Consulting,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-r-python-ml-algorithms-huquo-consulting-delhi-ncr-3-to-5-years-310123909387
Data Analyst,Flexability Hr Solutions,8-13 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-flexability-hr-solutions-pune-8-to-13-years-290323008108
Data Analyst - R/Python/ML Algorithms,Huquo Consulting,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-r-python-ml-algorithms-huquo-consulting-delhi-ncr-3-to-5-years-280323908283
Data Analyst,Huquo Consulting,5-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-huquo-consulting-delhi-ncr-5-to-6-years-280323905616
Data Analyst,Huquo Consulting,10-15 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-huquo-consulting-gurgaon-gurugram-10-to-15-years-280323905565
Data Analyst - ETL/Informatica,Huquo Consulting Pvt. Ltd,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-etl-informatica-huquo-consulting-pvt-ltd-gurgaon-gurugram-3-to-5-years-270123908213
Data Analyst,Nityo Infotech,5-9 Yrs,10-18 Lacs PA,https://www.naukri.com/job-listings-data-analyst-nityo-infotech-pune-5-to-9-years-170323005538
Data Analyst - FinTech,Primo Hiring,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-fintech-primo-hiring-noida-ghaziabad-faridabad-gurgaon-gurugram-delhi-ncr-1-to-3-years-070423904210
Data Analyst-PYSPARK,Capco,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-pyspark-capco-technologies-pvt-ltd-bangalore-bengaluru-3-to-7-years-250323500172
Data Analyst,"Qualcomm Technologies, Inc",3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-qualcomm-technologies-inc-hyderabad-secunderabad-bangalore-bengaluru-3-to-5-years-230323502305
STAFF DATA ANALYST,Walmart,2-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-staff-data-analyst-walmart-labs-bangalore-bengaluru-2-to-6-years-210323501375
Data Analyst,Prodware Solutions,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-prodware-solutions-thane-5-to-10-years-190423007769
Data Analyst III,Walmart,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-iii-walmart-labs-bangalore-bengaluru-3-to-7-years-080423501151
Data Analyst III,Walmart,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-iii-walmart-labs-bangalore-bengaluru-3-to-7-years-070423500523
Procurement Data Analyst,Schneider Electric,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-procurement-data-analyst-schneider-electric-india-pvt-ltd-bangalore-bengaluru-2-to-3-years-050423501378
DATA ANALYST,Muthoot Finance,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-muthoot-finance-ltd-bangalore-bengaluru-1-to-4-years-020223500678
Staff Data Analyst,Walmart,10-14 Yrs,Not disclosed,https://www.naukri.com/job-listings-staff-data-analyst-walmart-labs-bangalore-bengaluru-10-to-14-years-210123500177
Data Analyst,Workopia Info Solutions,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-workopia-info-solutions-bangalore-bengaluru-2-to-5-years-100223501618
Data Analyst -M&T,Accolite Software India Pvt Ltd,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-m-t-accolite-software-india-pvt-ltd-bangalore-bengaluru-5-to-7-years-020323500896
Data Analyst,Capco,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-capco-technologies-pvt-ltd-bengaluru-bangalore-3-to-6-years-290121500002
Data Analyst,Capco,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-capco-technologies-pvt-ltd-bangalore-bengaluru-3-to-6-years-201222500625
Data Analyst- PYTHON+SCALA,Capco,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-python-scala-capco-technologies-pvt-ltd-bangalore-bengaluru-3-to-7-years-130123500979
ML + Data Analyst -M&T_SheCodes,Accolite Software India Pvt Ltd,2-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-ml-data-analyst-m-t-shecodes-accolite-software-india-pvt-ltd-bangalore-bengaluru-2-to-6-years-020323500902
Data Analyst,SVKMs Narsee Monjee Institute of Management Studies - NMIMS,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-svkms-narsee-monjee-institute-of-management-studies-nmims-mumbai-3-to-5-years-291221501236
Data Analyst (Hybrid),Dow,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-hybrid-dow-chemical-international-pvt-ltd-mumbai-3-to-8-years-160822503265
Data Analyst,Allegis Group,4-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-allegis-group-hyderabad-secunderabad-pune-bangalore-bengaluru-4-to-9-years-020423000941
Functional Data steward ( Data Governance ) Analyst and lead,TMI Network,7-12 Yrs,Not disclosed,https://www.naukri.com/job-listings-functional-data-steward-data-governance-analyst-and-lead-tmi-network-bangalore-bengaluru-7-to-12-years-060423008332
Data Analyst | Google App Script,Webengage,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-google-app-script-webengage-mumbai-bangalore-bengaluru-3-to-6-years-140223501223
Data Analyst,Capital Placement Services,1-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-capital-placement-services-mumbai-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-1-to-6-years-210621500028
Tax data & Analyst,Blue Ocean Ventures (BOV),2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-tax-data-analyst-blue-ocean-catalyst-private-limited-mumbai-new-delhi-pune-gurgaon-gurugram-2-to-5-years-130223500718
Data Governance Analyst,Randstad India,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-governance-analyst-randstad-india-hyderabad-secunderabad-2-to-5-years-210423004257
Data Analyst,Mathworks,7-12 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-the-mathworks-bangalore-bengaluru-7-to-12-years-280323500543
Data Analyst,Truecaller,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-true-caller-bangalore-bengaluru-3-to-5-years-220223500535
Compliance Rule Writer/Data Analyst,Paypal,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-compliance-rule-writer-data-analyst-paypal-holdings-inc-bangalore-bengaluru-5-to-8-years-080423501112
Data Analyst,MORE Global Production Portal Limited,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-more-global-production-portal-limited-mumbai-2-to-4-years-060323500768
Data Analyst,more retail (MRPL),3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-more-mumbai-3-to-8-years-030323501462
Data Analyst,Wakefit Innovations,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-wakefit-innovations-private-limited-bangalore-bengaluru-1-to-4-years-170921500666
Data Analyst,Regalix,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-regalix-india-pvt-ltd-bangalore-bengaluru-3-to-6-years-291222500242
Data Analyst,Nineleaps,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-nineleaps-bangalore-bengaluru-1-to-4-years-290622500426
Data Analyst,Neo Credence Consultancy,5-12 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-neo-credence-bangalore-bengaluru-5-to-12-years-240123500356
Data Analyst,Jones Lang LaSalle (JLL),7-10 Yrs,12-13 Lacs PA,https://www.naukri.com/job-listings-data-analyst-jones-lang-lasalle-jll-mumbai-7-to-10-years-040423009443
Data Analyst,Truecaller,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-true-caller-bangalore-bengaluru-2-to-4-years-031022501516
ESG Data Analyst,Institutional Shareholder Services,3-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-esg-data-analyst-institutional-shareholder-services-inc-mumbai-3-to-4-years-161122501903
Data Analyst,Business Brio,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-business-brio-kolkata-1-to-3-years-040121501561
Data Analyst,Assertive Business Solutions,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-assertive-business-solutions-bangalore-bengaluru-3-to-7-years-130423007701
Data Analyst,Rpa Infotech,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-rpa-infotech-pvt-ltd-gurgaon-gurugram-1-to-3-years-291020500641
Data Analyst,Dr Lal PathLabs,4-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-dr-lal-pathlabs-gurgaon-gurugram-4-to-9-years-270323004215
Data Analyst,Adidas,6-11 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-adidas-group-gurgaon-gurugram-6-to-11-years-240323500122
Data Analyst,Adidas,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-adidas-group-gurgaon-gurugram-2-to-4-years-170323501182
Data Analyst,Adidas,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-adidas-group-gurgaon-gurugram-2-to-4-years-170323501180
Data Analyst,Adidas,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-adidas-group-gurgaon-gurugram-2-to-4-years-170323501179
Data Engineer/Analyst- Qatar/Bangalore,Quest Global,6-11 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-engineer-analyst-qatar-bangalore-quest-global-hyderabad-secunderabad-chennai-bangalore-bengaluru-qatar-6-to-11-years-140423005063
